Date,Branch_ID,City,Service_Type,Account_Type,Transaction_Amount,Transaction_Fee,Currency,Net_Amount,Channel
2023-02-06,F102,Lagos,Airtime Purchase,Business,933973.58,2451.36,NGN,931522.22,Mobile App
2023-10-06,F102,Enugu,Loan Disbursement,Business,523397.27,5321.07,NGN,518076.2,Agent Network
2023-02-26,F102,Abuja,Loan Disbursement,Business,50405.5,475.1,USD,49930.4,Web Portal
2023-11-11,F101,Kano,Bill Payment,Individual,446837.03,3523.01,USD,443314.02,Mobile App
2023-10-22,F102,Kano,Money Transfer,Business,171891.93,2475.11,NGN,169416.82,Mobile App
2023-11-01,F103,Abuja,Airtime Purchase,Business,269251.3,2910.42,NGN,266340.88,Mobile App
2023-05-21,F104,Lagos,Airtime Purchase,Individual,104075.87,220.74,USD,103855.13,Web Portal
2023-10-11,F103,Abuja,Airtime Purchase,Individual,109788.81,1085.78,USD,108703.03,Mobile App
2023-05-16,F101,Abuja,Loan Disbursement,Business,48149.2,370.14,USD,47779.06,Mobile App
2023-05-22,F104,Lagos,Loan Repayment,Business,649316.14,4322.96,USD,644993.18,Web Portal
2023-08-17,F104,Abuja,Money Transfer,Individual,750873.26,8942.3,NGN,741930.96,Web Portal
2023-05-13,F104,Enugu,Loan Disbursement,Business,20468.25,153.25,USD,20315.0,Agent Network
2023-12-16,F101,Abuja,Airtime Purchase,Individual,580129.11,1325.76,NGN,578803.35,Agent Network
2023-02-25,F102,Enugu,Loan Disbursement,Individual,171096.08,602.42,USD,170493.66,Web Portal
2023-01-07,F101,Abuja,Bill Payment,Individual,208437.3,2836.6,NGN,205600.7,Mobile App
2023-05-16,F103,Abuja,Loan Repayment,Business,51429.19,163.9,NGN,51265.29,Agent Network
2023-12-15,F101,Abuja,Loan Repayment,Business,119032.44,1103.43,USD,117929.01,Web Portal
2023-08-03,F102,Kano,Airtime Purchase,Individual,10610.83,59.26,USD,10551.57,Agent Network
2023-09-23,F103,Kano,Bill Payment,Individual,798915.66,10452.03,USD,788463.63,Mobile App
2023-01-09,F103,Abuja,Airtime Purchase,Individual,80240.51,677.84,NGN,79562.67,Mobile App
2023-02-03,F101,Lagos,Money Transfer,Individual,847449.07,7448.95,NGN,840000.12,Agent Network
2023-02-16,F103,Kano,Loan Repayment,Individual,204112.67,1404.5,NGN,202708.17,Agent Network
2023-02-06,F101,Kano,Loan Repayment,Individual,407609.35,4052.34,USD,403557.01,Web Portal
2023-09-20,F103,Lagos,Bill Payment,Business,71403.34,548.27,NGN,70855.07,Web Portal
2023-07-22,F102,Abuja,Bill Payment,Business,948997.39,12235.32,NGN,936762.07,Mobile App
2023-02-18,F101,Enugu,Loan Repayment,Business,931714.78,3912.71,USD,927802.07,Mobile App
2023-04-02,F103,Lagos,Airtime Purchase,Business,97350.32,1104.03,USD,96246.29,Web Portal
2023-12-28,F101,Lagos,Bill Payment,Business,97607.2,340.11,USD,97267.09,Web Portal
2023-11-07,F103,Kano,Loan Disbursement,Business,997247.66,3650.29,NGN,993597.37,Mobile App
2023-12-28,F104,Kano,Bill Payment,Individual,196191.46,2889.93,USD,193301.53,Web Portal
2023-11-16,F104,Enugu,Loan Disbursement,Individual,131121.57,1210.57,NGN,129911.0,Agent Network
2023-03-19,F103,Lagos,Airtime Purchase,Business,697355.48,5585.59,USD,691769.89,Mobile App
2023-04-21,F103,Kano,Bill Payment,Business,103414.39,850.97,USD,102563.42,Agent Network
2023-02-28,F104,Kano,Airtime Purchase,Business,695181.41,9331.17,USD,685850.24,Agent Network
2023-10-05,F101,Abuja,Airtime Purchase,Individual,48386.03,495.04,USD,47890.99,Mobile App
2023-09-17,F102,Kano,Bill Payment,Business,692872.95,6770.15,USD,686102.8,Agent Network
2023-04-07,F102,Enugu,Airtime Purchase,Business,586367.91,4746.15,NGN,581621.76,Web Portal
2023-02-08,F101,Enugu,Airtime Purchase,Individual,721701.7,3588.14,NGN,718113.56,Web Portal
2023-04-01,F102,Kano,Loan Disbursement,Business,108378.07,1180.97,NGN,107197.1,Web Portal
2023-06-19,F104,Enugu,Loan Disbursement,Business,280394.59,3822.73,NGN,276571.86,Web Portal
2023-09-10,F101,Abuja,Airtime Purchase,Individual,794705.76,7262.86,USD,787442.9,Web Portal
2023-06-07,F104,Enugu,Bill Payment,Individual,329292.96,4494.92,USD,324798.04,Mobile App
2023-08-11,F104,Abuja,Loan Disbursement,Business,959384.06,11108.07,USD,948275.99,Agent Network
2023-09-23,F102,Abuja,Money Transfer,Individual,13425.52,67.62,USD,13357.9,Web Portal
2023-04-10,F102,Abuja,Loan Disbursement,Individual,603004.86,2279.51,NGN,600725.35,Mobile App
2023-07-27,F104,Lagos,Money Transfer,Individual,984727.34,13687.9,USD,971039.44,Web Portal
2023-02-18,F102,Lagos,Bill Payment,Business,563870.16,7354.96,NGN,556515.2,Web Portal
2023-10-03,F103,Enugu,Money Transfer,Business,473168.07,1313.02,NGN,471855.05,Mobile App
2023-03-09,F103,Kano,Loan Repayment,Individual,711956.11,2061.67,USD,709894.44,Web Portal
2023-02-14,F104,Kano,Airtime Purchase,Individual,922009.86,7067.2,NGN,914942.66,Agent Network
2023-08-18,F101,Enugu,Money Transfer,Individual,9743.59,88.74,USD,9654.85,Agent Network
2023-12-23,F103,Lagos,Loan Disbursement,Business,282280.99,3323.11,USD,278957.88,Mobile App
2023-02-25,F103,Kano,Money Transfer,Business,646917.15,2910.41,USD,644006.74,Mobile App
2023-12-06,F102,Kano,Airtime Purchase,Business,288363.02,770.54,USD,287592.48,Mobile App
2023-09-21,F101,Abuja,Loan Disbursement,Business,697276.77,3842.19,USD,693434.58,Web Portal
2023-07-01,F103,Kano,Loan Repayment,Individual,927545.55,8587.33,NGN,918958.22,Mobile App
2023-04-14,F103,Kano,Airtime Purchase,Business,902498.19,8396.24,NGN,894101.95,Mobile App
2023-11-14,F102,Enugu,Money Transfer,Business,35713.07,75.64,USD,35637.43,Mobile App
2023-02-01,F104,Lagos,Airtime Purchase,Business,152955.36,896.22,NGN,152059.14,Web Portal
2023-03-23,F104,Kano,Loan Disbursement,Business,463878.54,4416.94,USD,459461.6,Mobile App
2023-03-19,F102,Lagos,Bill Payment,Individual,434385.82,6353.43,NGN,428032.39,Mobile App
2023-06-22,F103,Kano,Airtime Purchase,Individual,708169.78,3589.6,USD,704580.18,Web Portal
2023-08-07,F104,Kano,Bill Payment,Individual,833258.26,5603.65,USD,827654.61,Agent Network
2023-12-28,F104,Enugu,Airtime Purchase,Individual,788271.1,5075.81,USD,783195.29,Agent Network
2023-02-10,F103,Lagos,Loan Repayment,Business,305291.79,979.88,USD,304311.91,Agent Network
2023-12-27,F104,Abuja,Loan Disbursement,Individual,944485.79,4642.1,NGN,939843.69,Mobile App
2023-11-22,F104,Abuja,Money Transfer,Individual,896044.07,7045.14,USD,888998.93,Agent Network
2023-01-24,F101,Abuja,Loan Repayment,Individual,55611.29,496.36,NGN,55114.93,Web Portal
2023-10-13,F104,Kano,Airtime Purchase,Business,313480.44,4429.6,USD,309050.84,Web Portal
2023-07-28,F103,Kano,Money Transfer,Individual,187986.53,398.4,NGN,187588.13,Agent Network
2023-12-16,F102,Enugu,Loan Disbursement,Business,103161.47,1285.44,NGN,101876.03,Agent Network
2023-08-21,F101,Kano,Loan Repayment,Business,665609.38,6860.36,NGN,658749.02,Agent Network
2023-02-07,F104,Lagos,Bill Payment,Individual,168019.33,2044.31,USD,165975.02,Mobile App
2023-04-03,F102,Lagos,Loan Disbursement,Individual,890881.87,1826.2,NGN,889055.67,Mobile App
2023-04-01,F104,Abuja,Loan Repayment,Business,794918.68,3172.79,NGN,791745.89,Mobile App
2023-10-16,F102,Kano,Loan Repayment,Individual,280310.33,1469.68,USD,278840.65,Mobile App
2023-06-02,F101,Abuja,Bill Payment,Business,807647.2,8418.26,NGN,799228.94,Agent Network
2023-02-20,F101,Abuja,Money Transfer,Business,332523.88,3333.25,NGN,329190.63,Agent Network
2023-02-27,F104,Lagos,Loan Disbursement,Individual,699669.14,3544.49,NGN,696124.65,Web Portal
2023-06-06,F102,Lagos,Airtime Purchase,Business,151096.67,2093.5,USD,149003.17,Web Portal
2023-07-17,F102,Lagos,Loan Repayment,Individual,832376.03,2020.88,NGN,830355.15,Web Portal
2023-06-17,F102,Kano,Money Transfer,Individual,447340.78,918.37,USD,446422.41,Agent Network
2023-04-29,F102,Kano,Money Transfer,Individual,540676.34,2882.84,NGN,537793.5,Web Portal
2023-07-07,F101,Enugu,Loan Repayment,Business,492904.37,5249.6,USD,487654.77,Mobile App
2023-08-16,F103,Kano,Money Transfer,Business,847070.65,7987.01,USD,839083.64,Agent Network
2023-05-31,F101,Enugu,Loan Repayment,Business,514500.21,1577.66,NGN,512922.55,Agent Network
2023-10-14,F101,Abuja,Loan Repayment,Individual,315153.41,3152.36,USD,312001.05,Web Portal
2023-07-05,F101,Abuja,Money Transfer,Business,995269.28,4785.67,NGN,990483.61,Agent Network
2023-01-02,F101,Lagos,Airtime Purchase,Individual,454124.73,6157.82,USD,447966.91,Web Portal
2023-08-06,F104,Abuja,Airtime Purchase,Business,692158.51,5159.97,NGN,686998.54,Web Portal
2023-12-03,F101,Lagos,Loan Repayment,Individual,217326.66,1698.65,NGN,215628.01,Agent Network
2023-01-24,F104,Abuja,Loan Repayment,Individual,585271.91,8655.34,NGN,576616.57,Web Portal
2023-08-06,F104,Lagos,Money Transfer,Business,852463.38,8457.13,USD,844006.25,Agent Network
2023-10-21,F103,Enugu,Bill Payment,Business,538040.15,1243.23,USD,536796.92,Agent Network
2023-05-10,F103,Abuja,Money Transfer,Business,378131.22,2207.54,NGN,375923.68,Agent Network
2023-04-18,F102,Enugu,Money Transfer,Individual,470809.88,6072.54,NGN,464737.34,Mobile App
2023-10-23,F101,Enugu,Loan Repayment,Business,7833.31,74.21,USD,7759.1,Agent Network
2023-02-05,F103,Enugu,Loan Repayment,Individual,266425.6,1486.1,NGN,264939.5,Web Portal
2023-12-11,F104,Abuja,Money Transfer,Individual,999797.46,8522.04,USD,991275.42,Mobile App
2023-12-31,F104,Kano,Money Transfer,Business,95901.34,421.95,NGN,95479.39,Mobile App
2023-07-26,F102,Kano,Airtime Purchase,Business,144139.86,623.7,USD,143516.16,Web Portal
2023-04-18,F102,Abuja,Loan Disbursement,Individual,899433.39,13389.73,USD,886043.66,Agent Network
